season,daynum,wteam,lteam,pct_both_tourney
J,103,590,784,0.001
J,103,592,790,0.146
J,103,596,663,0.018
J,103,598,850,0.002
J,103,599,743,0.031
J,103,603,843,0.302
J,103,607,652,0.077
J,103,615,816,0.012
J,103,617,772,0.007
J,103,622,552,0.003
J,103,623,849,0.956
J,103,625,673,0.196
J,103,626,587,0.005
J,103,628,715,0.089
J,103,629,796,0.112
J,103,631,826,0.007
J,103,633,809,0.002
J,103,636,556,0.779
J,103,640,604,0.107
J,103,643,819,0.002
J,103,645,545,0.001
J,103,647,564,0.001
J,103,648,739,0.001
J,103,650,756,0.008
J,103,651,771,0.015
J,103,653,627,0.001
J,103,654,844,0.001
J,103,660,583,0.033
J,103,662,577,0.806
J,103,666,801,0.007
J,103,668,551,0.175
J,103,671,670,0.144
J,103,675,827,0.357
J,103,676,721,0.173
J,103,678,575,0.049
J,103,679,745,0.003
J,103,687,519,0.004
J,103,698,521,0.003
J,103,699,824,0.120
J,103,704,589,0.007
J,103,712,813,0.004
J,103,714,624,0.058
J,103,718,677,0.001
J,103,719,669,0.124
J,103,720,729,0.038
J,103,722,794,0.181
J,103,723,825,0.059
J,103,724,548,0.004
J,103,725,841,0.318
J,103,727,822,0.076
J,103,728,561,0.004
J,103,730,732,0.020
J,103,731,717,0.292
J,103,733,582,0.001
J,103,736,558,0.003
J,103,742,802,0.020
J,103,749,562,0.203
J,103,762,791,0.004
J,103,764,778,0.014
J,103,767,613,0.021
J,103,768,702,0.001
J,103,777,588,0.004
J,103,779,789,0.050
J,103,783,539,0.112
J,103,785,611,0.001
J,103,786,829,0.810
J,103,787,649,0.002
J,103,788,805,0.108
J,103,793,637,0.120
J,103,797,792,0.003
J,103,798,690,0.020
J,103,807,808,0.001
J,103,811,703,0.012
J,103,817,754,0.015
J,103,818,512,0.055
J,103,821,557,0.018
J,103,830,831,0.079
J,103,835,711,0.021
J,103,836,661,0.004
J,103,839,595,0.213
J,103,842,713,0.001
J,103,845,855,0.003
J,103,848,525,0.003
J,103,852,536,0.019
J,103,854,612,0.009
J,104,522,667,0.001
J,104,524,700,0.004
J,104,533,692,0.001
J,104,555,509,0.001
J,104,605,646,0.001
J,104,616,644,0.006
J,104,658,659,0.004
J,104,681,680,0.002
J,104,695,606,0.124
J,104,708,559,0.951
J,104,726,840,0.105
J,104,737,746,0.072
J,104,744,541,0.001
J,104,853,578,0.003
J,105,503,798,0.031
J,105,510,598,0.003
J,105,536,557,0.001
J,105,547,815,0.007
J,105,560,619,0.003
J,105,568,554,0.018
J,105,594,516,0.006
J,105,600,550,0.001
J,105,610,747,0.001
J,105,677,649,0.001
J,105,683,571,0.001
J,105,701,502,0.007
J,105,715,787,0.007
J,105,731,786,0.443
J,105,751,765,0.001
J,105,796,636,0.648
J,105,814,525,0.002
J,105,816,576,0.025
J,105,821,852,0.145
J,105,825,602,0.005
J,105,844,622,0.015
J,106,534,639,0.084
J,106,537,836,0.002
J,106,559,737,0.310
J,106,626,678,0.016
J,106,629,637,0.032
J,106,641,741,0.001
J,106,663,595,0.031
J,106,669,661,0.015
J,106,687,797,0.001
J,106,720,625,0.141
J,106,769,640,0.310
J,106,782,766,0.001
J,106,829,533,0.187
J,106,839,668,0.648
J,107,503,719,0.028
J,107,504,515,0.311
J,107,510,649,0.001
J,107,524,813,0.002
J,107,527,746,0.094
J,107,528,785,0.012
J,107,529,520,0.012
J,107,546,573,0.349
J,107,549,772,0.016
J,107,551,604,0.014
J,107,562,846,0.116
J,107,565,538,0.002
J,107,574,552,0.001
J,107,581,690,0.002
J,107,583,805,0.050
J,107,587,530,0.011
J,107,592,674,0.094
J,107,597,802,0.002
J,107,599,596,0.011
J,107,602,723,0.011
J,107,613,526,0.005
J,107,615,799,0.003
J,107,617,771,0.005
J,107,623,729,0.067
J,107,655,675,0.550
J,107,658,653,0.001
J,107,671,673,0.276
J,107,676,521,0.005
J,107,679,686,0.001
J,107,695,662,0.158
J,107,699,742,0.206
J,107,704,541,0.002
J,107,708,830,0.663
J,107,712,657,0.006
J,107,714,575,0.042
J,107,716,643,0.011
J,107,717,603,0.551
J,107,721,698,0.160
J,107,724,718,0.007
J,107,727,757,0.023
J,107,738,628,0.076
J,107,744,589,0.006
J,107,749,624,0.097
J,107,767,650,0.025
J,107,779,743,0.054
J,107,780,630,0.001
J,107,789,578,0.002
J,107,793,794,0.137
J,107,824,756,0.005
J,107,825,570,0.005
J,107,827,518,0.038
J,107,828,507,0.038
J,107,843,778,0.032
J,107,845,535,0.002
J,107,848,740,0.001
J,107,849,670,0.175
J,107,851,855,0.001
J,107,853,775,0.002
J,108,511,725,0.597
J,108,512,726,0.029
J,108,513,835,0.040
J,108,519,752,0.002
J,108,525,803,0.001
J,108,547,833,0.001
J,108,564,620,0.002
J,108,566,680,0.001
J,108,580,762,0.005
J,108,598,600,0.006
J,108,601,522,0.006
J,108,605,590,0.002
J,108,607,753,0.096
J,108,648,777,0.005
J,108,651,660,0.220
J,108,654,622,0.002
J,108,672,516,0.007
J,108,677,834,0.002
J,108,711,572,0.006
J,108,713,681,0.001
J,108,730,758,0.014
J,108,745,750,0.001
J,108,751,705,0.001
J,108,755,732,0.031
J,108,761,820,0.005
J,108,768,703,0.001
J,108,781,652,0.058
J,108,783,818,0.112
J,108,791,687,0.012
J,108,809,667,0.002
J,108,810,539,0.116
J,108,811,702,0.003
J,108,822,808,0.004
J,108,826,774,0.001
J,108,829,764,0.160
J,108,831,577,0.110
J,108,832,645,0.001
J,108,842,582,0.001
J,108,850,554,0.002
J,109,588,679,0.001
J,109,659,766,0.001
J,109,728,531,0.004
J,109,782,627,0.004
J,109,800,633,0.001
J,109,814,553,0.001
J,109,854,736,0.010
J,110,503,704,0.012
J,110,504,769,0.641
J,110,507,813,0.001
J,110,512,725,0.196
J,110,527,786,0.911
J,110,529,513,0.037
J,110,533,517,0.003
J,110,534,597,0.035
J,110,537,552,0.001
J,110,546,801,0.022
J,110,548,718,0.001
J,110,549,805,0.208
J,110,554,825,0.020
J,110,557,754,0.002
J,110,559,746,0.097
J,110,561,612,0.002
J,110,562,547,0.027
J,110,564,822,0.026
J,110,565,589,0.013
J,110,569,853,0.006
J,110,572,702,0.002
J,110,575,756,0.005
J,110,576,520,0.031
J,110,586,519,0.001
J,110,593,560,0.003
J,110,594,768,0.001
J,110,599,578,0.005
J,110,602,658,0.007
J,110,604,518,0.011
J,110,607,755,0.186
J,110,615,570,0.003
J,110,616,555,0.007
J,110,617,788,0.080
J,110,622,600,0.009
J,110,623,628,0.314
J,110,624,844,0.012
J,110,629,636,0.314
J,110,640,675,0.818
J,110,642,509,0.002
J,110,646,601,0.002
J,110,654,587,0.003
J,110,655,592,0.440
J,110,657,611,0.001
J,110,662,830,0.605
J,110,663,641,0.005
J,110,664,751,0.001
J,110,666,772,0.005
J,110,667,590,0.002
J,110,669,846,0.271
J,110,671,738,0.059
J,110,672,733,0.001
J,110,673,720,0.141
J,110,674,790,0.024
J,110,676,698,0.040
J,110,682,762,0.001
J,110,687,742,0.033
J,110,699,828,0.707
J,110,701,536,0.002
J,110,703,650,0.011
J,110,708,551,0.229
J,110,714,836,0.049
J,110,715,729,0.012
J,110,717,737,0.235
J,110,719,574,0.005
J,110,721,637,0.110
J,110,722,796,0.830
J,110,723,847,0.008
J,110,724,678,0.019
J,110,727,824,0.138
J,110,736,531,0.003
J,110,747,619,0.001
J,110,749,639,0.310
J,110,753,732,0.011
J,110,758,652,0.011
J,110,761,765,0.001
J,110,771,583,0.002
J,110,773,506,0.001
J,110,779,775,0.001
J,110,781,730,0.056
J,110,785,524,0.003
J,110,789,743,0.037
J,110,792,752,0.002
J,110,793,521,0.021
J,110,794,556,0.117
J,110,797,791,0.001
J,110,798,767,0.028
J,110,807,806,0.001
J,110,809,605,0.010
J,110,811,711,0.026
J,110,815,510,0.005
J,110,816,635,0.001
J,110,817,852,0.038
J,110,818,539,0.028
J,110,820,705,0.001
J,110,821,502,0.103
J,110,827,515,0.190
J,110,831,668,0.114
J,110,835,530,0.035
J,110,840,841,0.265
J,110,845,613,0.030
J,110,850,598,0.002
J,110,851,690,0.007
J,110,854,728,0.020
J,111,511,726,0.093
J,111,577,839,1.000
J,111,596,741,0.001
J,111,606,595,0.131
J,111,625,670,0.051
J,111,651,780,0.055
J,111,660,573,0.155
J,111,712,528,0.063
J,111,766,744,0.001
J,111,778,603,0.080
J,111,783,810,0.430
J,111,800,784,0.001
J,111,829,731,0.595
J,111,838,679,0.001
J,111,843,764,0.051
J,112,502,536,0.009
J,112,508,506,0.001
J,112,526,756,0.001
J,112,547,586,0.002
J,112,559,717,0.721
J,112,560,523,0.001
J,112,571,747,0.002
J,112,610,665,0.001
J,112,627,659,0.001
J,112,647,806,0.001
J,112,686,777,0.002
J,112,693,619,0.001
J,112,699,802,0.032
J,112,701,821,0.056
J,112,703,594,0.003
J,112,721,636,0.946
J,112,742,597,0.017
J,112,782,589,0.005
J,112,817,557,0.002
J,112,823,803,0.001
J,112,824,613,0.037
J,112,828,700,0.017
J,112,850,600,0.001
J,112,852,754,0.015
J,113,531,854,0.002
J,113,551,662,0.224
J,113,562,587,0.020
J,113,573,771,0.015
J,113,575,626,0.010
J,113,625,738,0.056
J,113,631,548,0.002
J,113,646,522,0.001
J,113,655,504,0.881
J,113,668,595,0.104
J,113,676,556,0.067
J,113,677,724,0.004
J,113,698,722,0.089
J,113,708,695,0.183
J,113,779,789,0.038
J,113,792,519,0.002
J,113,794,629,0.085
J,113,796,793,0.671
J,113,815,585,0.002
J,114,503,669,0.160
J,114,509,644,0.001
J,114,530,624,0.033
J,114,534,661,0.011
J,114,546,666,0.144
J,114,554,598,0.006
J,114,555,517,0.001
J,114,574,844,0.002
J,114,576,602,0.023
J,114,577,606,0.549
J,114,578,641,0.001
J,114,583,772,0.004
J,114,588,544,0.002
J,114,592,827,0.408
J,114,615,723,0.028
J,114,616,533,0.056
J,114,622,851,0.008
J,114,623,715,0.100
J,114,635,799,0.001
J,114,637,521,0.003
J,114,639,537,0.002
J,114,640,518,0.094
J,114,643,820,0.002
J,114,663,741,0.001
J,114,670,729,0.008
J,114,673,628,0.246
J,114,675,604,0.063
J,114,690,529,0.017
J,114,716,705,0.002
J,114,719,581,0.001
J,114,737,764,0.041
J,114,749,714,0.540
J,114,786,778,0.122
J,114,788,801,0.004
J,114,790,769,0.133
J,114,805,780,0.018
J,114,816,570,0.002
J,114,825,847,0.001
J,114,829,527,0.983
J,114,834,718,0.001
J,114,839,649,0.017
J,114,843,731,0.187
J,114,846,678,0.106
J,114,853,599,0.016
J,115,511,841,0.237
J,115,513,702,0.004
J,115,516,811,0.020
J,115,520,798,0.030
J,115,528,657,0.004
J,115,545,525,0.002
J,115,548,677,0.002
J,115,549,660,0.242
J,115,564,757,0.002
J,115,572,768,0.001
J,115,589,627,0.005
J,115,607,732,0.094
J,115,611,524,0.002
J,115,645,814,0.002
J,115,646,800,0.002
J,115,648,745,0.002
J,115,671,849,0.930
J,115,680,582,0.002
J,115,687,762,0.002
J,115,704,782,0.010
J,115,711,703,0.003
J,115,712,700,0.010
J,115,725,539,0.096
J,115,726,783,0.077
J,115,733,681,0.001
J,115,744,659,0.001
J,115,751,812,0.002
J,115,753,758,0.013
J,115,777,750,0.002
J,115,781,755,0.114
J,115,785,507,0.002
J,115,791,752,0.002
J,115,807,620,0.001
J,115,809,601,0.007
J,115,810,818,0.140
J,115,822,647,0.008
J,115,835,672,0.017
J,115,840,512,0.317
J,116,567,531,0.001
J,116,612,854,0.007
J,116,633,605,0.001
J,116,667,784,0.001
J,116,679,544,0.001
J,116,728,561,0.003
J,116,736,558,0.002
J,116,742,756,0.010
J,116,767,526,0.001
J,116,802,613,0.002
J,116,824,650,0.031
J,117,506,734,0.001
J,117,513,811,0.044
J,117,515,790,0.051
J,117,516,702,0.003
J,117,522,800,0.003
J,117,527,764,0.100
J,117,533,555,0.008
J,117,535,622,0.002
J,117,546,772,0.008
J,117,549,788,0.251
J,117,557,852,0.002
J,117,559,731,0.300
J,117,560,665,0.003
J,117,561,736,0.004
J,117,562,626,0.020
J,117,564,538,0.001
J,117,567,854,0.001
J,117,568,850,0.005
J,117,571,707,0.001
J,117,572,703,0.003
J,117,573,780,0.058
J,117,575,587,0.006
J,117,576,570,0.004
J,117,577,778,0.129
J,117,580,519,0.002
J,117,594,835,0.017
J,117,598,547,0.005
J,117,599,569,0.021
J,117,600,586,0.002
J,117,601,590,0.001
J,117,606,668,0.519
J,117,612,531,0.002
J,117,615,602,0.015
J,117,616,517,0.009
J,117,617,583,0.020
J,117,628,729,0.031
J,117,637,556,0.034
J,117,639,503,0.080
J,117,640,504,0.983
J,117,647,620,0.001
J,117,651,666,0.166
J,117,655,518,0.089
J,117,664,705,0.001
J,117,673,738,0.069
J,117,675,674,0.079
J,117,678,624,0.030
J,117,680,733,0.004
J,117,687,579,0.003
J,117,695,831,0.040
J,117,699,597,0.054
J,117,701,754,0.008
J,117,714,530,0.127
J,117,715,670,0.011
J,117,718,631,0.002
J,117,719,661,0.007
J,117,721,521,0.008
J,117,723,635,0.005
J,117,724,826,0.007
J,117,726,539,0.014
J,117,727,565,0.047
J,117,728,558,0.001
J,117,730,652,0.007
J,117,741,779,0.001
J,117,744,704,0.006
J,117,745,750,0.002
J,117,749,846,0.540
J,117,751,643,0.005
J,117,755,758,0.024
J,117,762,797,0.001
J,117,768,711,0.002
J,117,774,677,0.002
J,117,781,753,0.055
J,117,783,725,0.313
J,117,786,737,0.242
J,117,789,663,0.023
J,117,792,682,0.001
J,117,793,676,0.190
J,117,794,796,0.186
J,117,798,537,0.005
J,117,805,801,0.004
J,117,809,540,0.002
J,117,817,502,0.020
J,117,821,536,0.069
J,117,822,807,0.009
J,117,825,816,0.021
J,117,827,604,0.048
J,117,832,614,0.001
J,117,836,581,0.001
J,117,840,511,1.000
J,117,841,512,0.075
J,117,843,746,0.040
J,117,845,552,0.004
J,117,848,545,0.001
J,118,524,528,0.019
J,118,526,650,0.002
J,118,529,669,0.154
J,118,551,595,0.040
J,118,592,769,0.341
J,118,605,784,0.002
J,118,625,671,0.520
J,118,636,722,1.000
J,118,641,853,0.001
J,118,657,828,0.015
J,118,667,633,0.001
J,118,690,520,0.013
J,118,698,629,0.096
J,118,700,785,0.001
J,118,708,662,0.881
J,118,712,507,0.018
J,118,742,613,0.024
J,118,743,578,0.003
J,118,782,658,0.007
J,118,802,756,0.001
J,118,810,717,0.566
J,118,824,767,0.031
J,118,829,603,0.549
J,118,839,830,0.549
J,118,849,720,0.440
J,118,851,844,0.009
J,119,502,754,0.002
J,119,562,624,0.012
J,119,565,806,0.001
J,119,571,610,0.004
J,119,575,530,0.013
J,119,607,688,0.002
J,119,672,594,0.010
J,119,677,826,0.008
J,119,678,587,0.016
J,119,679,776,0.001
J,119,701,817,0.020
J,119,714,846,0.370
J,119,721,793,0.733
J,119,724,631,0.006
J,119,731,527,0.256
J,119,747,593,0.001
J,119,749,626,0.073
J,119,834,548,0.001
J,119,838,588,0.001
J,120,519,752,0.001
J,120,545,645,0.001
J,120,551,831,0.035
J,120,569,663,0.008
J,120,580,791,0.007
J,120,622,552,0.001
J,120,675,515,0.236
J,120,702,803,0.001
J,120,737,778,0.025
J,120,762,687,0.002
J,120,779,599,0.038
J,120,792,579,0.002
J,120,820,765,0.001
J,120,849,625,0.684
J,120,851,535,0.001
J,121,503,661,0.006
J,121,504,518,0.093
J,121,549,801,0.027
J,121,559,603,0.476
J,121,578,596,0.002
J,121,586,598,0.002
J,121,592,604,0.076
J,121,600,833,0.001
J,121,628,720,0.199
J,121,629,676,0.055
J,121,636,637,0.133
J,121,640,790,0.146
J,121,655,674,0.106
J,121,660,617,0.136
J,121,664,761,0.002
J,121,669,639,0.411
J,121,671,715,0.141
J,121,673,729,0.040
J,121,695,830,0.115
J,121,698,556,0.045
J,121,716,751,0.007
J,121,717,746,0.077
J,121,719,534,0.045
J,121,722,794,0.225
J,121,780,666,0.013
J,121,788,771,0.007
J,121,796,521,0.009
J,121,798,690,0.022
J,121,805,573,0.115
J,121,827,769,0.155
J,121,829,764,0.133
J,121,836,529,0.034
J,121,839,606,0.767
J,121,853,743,0.003
J,122,510,554,0.003
J,122,522,605,0.005
J,122,545,614,0.001
J,122,547,586,0.001
J,122,565,808,0.001
J,122,568,585,0.007
J,122,577,668,0.541
J,122,593,523,0.001
J,122,597,756,0.002
J,122,601,800,0.003
J,122,623,738,0.092
J,122,647,538,0.001
J,122,648,777,0.002
J,122,651,546,0.707
J,122,699,613,0.111
J,122,708,595,0.148
J,122,725,818,0.054
J,122,727,564,0.064
J,122,742,650,0.026
J,122,767,802,0.004
J,122,807,757,0.001
J,122,809,667,0.003
J,122,810,726,0.135
J,122,815,600,0.003
J,122,838,745,0.001
J,122,840,539,0.052
J,122,841,783,0.173
J,122,848,525,0.005
J,123,516,711,0.005
J,123,519,792,0.002
J,123,533,642,0.002
J,123,547,510,0.005
J,123,574,851,0.005
J,123,575,587,0.006
J,123,580,762,0.008
J,123,594,768,0.002
J,123,601,633,0.002
J,123,626,530,0.012
J,123,644,555,0.001
J,123,654,622,0.002
J,123,658,653,0.001
J,123,672,702,0.004
J,123,716,664,0.001
J,123,728,567,0.002
J,123,730,652,0.003
J,123,736,612,0.010
J,123,755,732,0.021
J,123,809,522,0.007
J,123,813,700,0.001
J,123,815,568,0.023
J,123,854,561,0.004
J,124,502,852,0.016
J,124,504,675,0.918
J,124,511,512,0.368
J,124,518,515,0.021
J,124,520,836,0.024
J,124,524,507,0.003
J,124,527,746,0.067
J,124,534,503,0.055
J,124,537,529,0.006
J,124,539,841,0.028
J,124,547,815,0.010
J,124,549,666,0.127
J,124,559,786,0.951
J,124,562,624,0.038
J,124,564,565,0.008
J,124,572,516,0.010
J,124,574,844,0.007
J,124,580,519,0.005
J,124,589,658,0.004
J,124,594,513,0.031
J,124,606,551,0.136
J,124,613,597,0.008
J,124,615,576,0.031
J,124,625,715,0.085
J,124,627,782,0.004
J,124,628,670,0.046
J,124,629,556,0.042
J,124,637,698,0.034
J,124,639,719,0.078
J,124,650,802,0.002
J,124,651,573,0.654
J,124,655,827,0.499
J,124,657,528,0.010
J,124,661,669,0.024
J,124,663,578,0.004
J,124,671,729,0.049
J,124,678,714,0.177
J,124,680,582,0.002
J,124,683,560,0.002
J,124,699,756,0.022
J,124,701,557,0.004
J,124,712,785,0.010
J,124,718,677,0.003
J,124,721,796,0.763
J,124,723,847,0.002
J,124,727,808,0.018
J,124,728,612,0.010
J,124,731,717,0.370
J,124,736,567,0.002
J,124,737,603,0.112
J,124,742,767,0.019
J,124,743,775,0.002
J,124,744,541,0.003
J,124,749,626,0.039
J,124,753,730,0.007
J,124,758,755,0.013
J,124,761,751,0.009
J,124,764,843,0.049
J,124,771,546,0.026
J,124,772,788,0.002
J,124,779,596,0.010
J,124,780,660,0.046
J,124,783,840,0.541
J,124,789,641,0.006
J,124,790,604,0.013
J,124,793,722,0.767
J,124,794,521,0.002
J,124,801,583,0.001
J,124,805,617,0.051
J,124,806,688,0.001
J,124,809,601,0.003
J,124,810,725,0.304
J,124,816,602,0.009
J,124,817,536,0.010
J,124,818,726,0.020
J,124,821,754,0.070
J,124,824,526,0.006
J,124,825,570,0.004
J,124,828,813,0.018
J,124,829,778,0.100
J,124,831,662,0.122
J,124,845,654,0.006
J,124,846,575,0.083
J,124,848,545,0.002
J,124,849,738,0.078
J,124,853,569,0.017
J,125,533,509,0.017
J,125,548,826,0.002
J,125,562,846,0.270
J,125,588,648,0.001
J,125,592,640,0.825
J,125,595,830,0.079
J,125,607,753,0.120
J,125,616,644,0.006
J,125,631,834,0.002
J,125,676,636,0.214
J,125,678,749,0.366
J,125,704,627,0.004
J,125,708,577,1.000
J,125,712,657,0.023
J,125,720,623,0.368
J,125,723,615,0.054
J,125,744,589,0.006
J,125,769,674,0.031
J,125,781,758,0.076
J,125,811,672,0.041
J,125,825,816,0.035
J,125,828,524,0.059
J,125,835,703,0.006
J,125,838,679,0.001
J,125,839,695,0.168
J,126,503,581,0.004
J,126,529,520,0.019
J,126,534,690,0.015
J,126,562,678,0.303
J,126,572,835,0.010
J,126,607,781,0.676
J,126,639,537,0.011
J,126,704,744,0.006
J,126,718,548,0.001
J,126,719,661,0.010
J,126,723,825,0.074
J,126,724,631,0.005
J,126,811,594,0.022
J,127,531,854,0.002
J,127,613,756,0.002
J,127,643,820,0.003
J,127,716,819,0.001
J,127,718,724,0.010
J,127,728,736,0.032
J,127,751,664,0.002
J,127,761,795,0.001
J,127,811,572,0.060
J,127,842,733,0.001
J,127,845,574,0.008
J,128,569,775,0.001
J,128,573,801,0.006
J,128,588,838,0.001
J,128,603,764,0.025
J,128,610,593,0.001
J,128,641,663,0.002
J,128,666,780,0.006
J,128,680,842,0.001
J,128,746,717,0.033
J,128,771,617,0.016
J,128,788,660,0.026
J,128,843,737,0.067
J,129,511,539,0.090
J,129,518,827,0.039
J,129,526,699,0.027
J,129,534,798,0.062
J,129,551,662,0.120
J,129,556,793,0.137
J,129,559,603,0.176
J,129,564,757,0.001
J,129,565,807,0.003
J,129,597,650,0.010
J,129,599,596,0.010
J,129,628,738,0.052
J,129,629,521,0.008
J,129,637,794,0.052
J,129,651,788,0.145
J,129,666,546,0.061
J,129,669,529,0.097
J,129,674,769,0.033
J,129,675,604,0.035
J,129,676,698,0.062
J,129,695,595,0.031
J,129,701,536,0.004
J,129,715,670,0.006
J,129,716,643,0.005
J,129,719,639,0.079
J,129,720,729,0.032
J,129,726,810,0.072
J,129,742,767,0.046
J,129,754,502,0.008
J,129,761,751,0.006
J,129,771,549,0.046
J,129,779,743,0.031
J,129,783,841,0.143
J,129,786,746,0.089
J,129,789,569,0.019
J,129,790,515,0.022
J,129,805,573,0.142
J,129,817,852,0.031
J,129,821,557,0.021
J,129,824,613,0.027
J,129,829,731,0.676
J,129,830,668,0.156
J,129,836,503,0.051
J,129,840,512,0.363
J,129,843,527,0.271
J,129,853,641,0.003
J,130,504,674,0.078
J,130,511,726,0.143
J,130,526,597,0.002
J,130,533,616,0.056
J,130,534,836,0.111
J,130,571,747,0.001
J,130,577,830,0.419
J,130,592,675,0.865
J,130,599,789,0.022
J,130,606,831,0.131
J,130,610,560,0.003
J,130,623,715,0.065
J,130,628,671,0.556
J,130,636,637,0.148
J,130,640,790,0.149
J,130,651,805,0.363
J,130,655,518,0.063
J,130,666,771,0.003
J,130,673,625,0.457
J,130,695,839,0.149
J,130,701,754,0.005
J,130,708,551,0.225
J,130,719,669,0.210
J,130,721,676,0.573
J,130,722,556,0.225
J,130,727,565,0.131
J,130,779,853,0.032
J,130,786,559,0.970
J,130,796,629,0.294
J,130,821,817,0.137
J,130,822,564,0.013
J,130,824,742,0.328
J,130,840,783,0.676
J,130,843,829,0.529
J,130,849,720,0.573
J,131,571,610,0.004
J,131,577,695,0.248
J,131,592,504,0.970
J,131,599,779,0.094
J,131,606,708,0.930
J,131,623,673,0.676
J,131,640,655,0.970
J,131,651,666,0.143
J,131,701,821,0.061
J,131,719,534,0.142
J,131,722,636,1.000
J,131,786,843,0.785
J,131,796,721,0.930
J,131,822,727,0.210
J,131,824,526,0.030
J,131,828,712,0.338
J,131,840,511,1.000
J,131,849,628,0.810
J,132,577,606,0.930
J,132,592,640,0.970
J,132,623,849,1.000
J,132,722,796,0.930
J,132,761,716,0.006
K,77,503,552,0.010
K,77,547,510,0.001
K,77,553,814,0.002
K,77,559,786,0.438
K,77,560,610,0.001
K,77,571,665,0.003
K,77,579,687,0.002
K,77,593,747,0.001
K,77,599,785,0.007
K,77,607,652,0.089
K,77,624,587,0.017
K,77,632,804,0.001
K,77,676,636,0.024
K,77,685,773,0.002
K,77,700,567,0.001
K,77,707,683,0.001
K,77,711,572,0.003
K,77,714,749,0.485
K,77,728,642,0.007
K,77,732,730,0.007
K,77,753,758,0.007
K,77,755,781,0.010
K,77,787,688,0.002
K,77,792,519,0.028
K,77,833,815,0.002
K,77,848,545,0.045
K,78,527,616,0.150
K,78,546,779,0.128
K,78,568,554,0.014
K,78,598,600,0.007
K,78,603,771,0.016
K,78,625,623,0.755
K,78,627,589,0.007
K,78,629,698,0.081
K,78,639,836,0.008
K,78,640,604,0.281
K,78,660,573,0.548
K,78,689,677,0.001
K,78,690,719,0.046
K,78,704,541,0.006
K,78,778,651,0.031
K,78,793,796,0.094
K,78,829,764,0.219
K,78,843,737,0.133
K,79,503,537,0.005
K,79,504,515,0.178
K,79,533,642,0.016
K,79,534,520,0.025
K,79,536,852,0.012
K,79,556,521,0.012
K,79,562,530,0.168
K,79,575,626,0.023
K,79,577,695,0.614
K,79,597,699,0.066
K,79,617,772,0.003
K,79,628,673,0.102
K,79,637,794,0.108
K,79,655,675,0.156
K,79,659,658,0.082
K,79,663,596,0.016
K,79,666,790,0.890
K,79,668,551,0.076
K,79,669,798,0.021
K,79,670,715,0.076
K,79,720,849,0.588
K,79,729,738,0.018
K,79,731,746,0.380
K,79,740,614,0.001
K,79,741,641,0.015
K,79,743,780,0.015
K,79,748,809,0.003
K,79,754,788,0.006
K,79,769,827,0.116
K,79,789,569,0.036
K,79,802,661,0.002
K,79,805,742,0.025
K,79,810,818,0.102
K,79,817,557,0.056
K,79,822,650,0.043
K,79,824,801,0.002
K,79,828,507,0.008
K,79,839,606,0.094
K,79,845,574,0.048
K,80,502,821,0.057
K,80,511,783,0.120
K,80,513,711,0.006
K,80,516,572,0.008
K,80,519,797,0.002
K,80,524,611,0.001
K,80,526,756,0.010
K,80,528,785,0.006
K,80,539,512,0.018
K,80,544,739,0.001
K,80,548,826,0.003
K,80,552,622,0.013
K,80,570,635,0.002
K,80,576,605,0.005
K,80,580,634,0.006
K,80,582,621,0.007
K,80,594,703,0.002
K,80,601,633,0.002
K,80,602,712,0.064
K,80,615,723,0.096
K,80,627,653,0.030
K,80,631,543,0.001
K,80,643,812,0.007
K,80,654,535,0.022
K,80,657,700,0.001
K,80,664,705,0.008
K,80,678,749,0.317
K,80,681,566,0.004
K,80,686,679,0.002
K,80,713,680,0.003
K,80,724,718,0.002
K,80,725,841,0.061
K,80,733,842,0.001
K,80,750,745,0.015
K,80,751,820,0.002
K,80,752,682,0.001
K,80,766,782,0.015
K,80,768,672,0.016
K,80,787,630,0.003
K,80,791,762,0.001
K,80,792,579,0.003
K,80,800,835,0.014
K,80,807,808,0.001
K,80,816,799,0.022
K,80,819,761,0.007
K,80,823,689,0.002
K,80,825,847,0.008
K,80,830,708,0.155
K,80,840,726,0.029
K,80,844,851,0.012
K,80,846,587,0.030
K,80,848,645,0.010
K,80,853,549,0.446
K,81,646,522,0.002
K,81,658,541,0.015
K,81,659,589,0.009
K,81,660,717,0.140
K,81,744,704,0.007
K,81,764,771,0.014
K,82,503,581,0.004
K,82,511,539,0.196
K,82,513,572,0.006
K,82,515,518,0.124
K,82,520,529,0.002
K,82,527,668,0.236
K,82,530,626,0.029
K,82,531,854,0.001
K,82,533,555,0.011
K,82,537,534,0.003
K,82,538,757,0.001
K,82,544,686,0.004
K,82,547,519,0.003
K,82,551,606,0.101
K,82,552,844,0.007
K,82,554,850,0.001
K,82,556,722,0.021
K,82,558,561,0.001
K,82,559,651,0.159
K,82,568,600,0.015
K,82,569,578,0.001
K,82,571,610,0.002
K,82,574,622,0.014
K,82,576,570,0.002
K,82,582,842,0.002
K,82,585,833,0.007
K,82,593,665,0.002
K,82,594,811,0.004
K,82,596,775,0.003
K,82,599,546,0.038
K,82,603,577,0.254
K,82,604,674,0.027
K,82,607,753,0.089
K,82,613,597,0.047
K,82,616,509,0.010
K,82,621,733,0.004
K,82,623,715,0.181
K,82,625,738,0.121
K,82,630,803,0.001
K,82,636,698,0.021
K,82,637,676,0.230
